,Date,Time,Message,Messenger
6545,2020-06-01,21:18:50,clean flash is recomanded bro,༄ᶦᶰᵈ᭄✿Sharif Bhai࿐
6546,2020-06-01,21:18:54,,K20 Pro / Mi9T pro Mods [ EOL ]
6547,2020-06-01,21:19:21,Download 18:9 one,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6548,2020-06-01,21:19:33,how do I even umm?,
6549,2020-06-01,21:20:06,"This is a mod over miroom , so first install miroom then install this mod",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6550,2020-06-01,21:20:58,"Oh okay, but do i lose my waranty doing so?, i mean i've like 7 months remaining",Samuel G
6551,2020-06-01,21:21:28,thanks,
6552,2020-06-01,21:21:37,its not rom bro its mod only,༄ᶦᶰᵈ᭄✿Sharif Bhai࿐
6553,2020-06-01,21:22:55,Please create mods for stock global miui on k20 pro!,Ryzen
6554,2020-06-01,21:23:16,Mi room is based on china beta rom,Ryzen
6555,2020-06-01,21:24:11,Alright is there any articles/ guides sir :),Samuel G
6556,2020-06-01,21:27:03,Install miroom then flash this mod using recovery thats all ig,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6557,2020-06-01,21:45:36,"Kinda new to flashing and stuff, is there any detailed guide or maybe a youtube link.",Samuel G
6558,2020-06-01,21:47:01,Bootloader unlocked recovery installed ??,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6559,2020-06-01,21:48:01,Not yet,Samuel G
6560,2020-06-01,21:48:41,Search i YouTube about unlocking,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6561,2020-06-01,21:59:37,"yeah, i checked some videos with good ratings.
One last question, it doesn't prevent me from getting future official updates right?",Samuel G
6562,2020-06-01,22:05:31,"Already usin 18:9,seems lil bit pixelated,anyway its good 👍",Monil Solanki
6563,2020-06-01,23:12:10,,Lord Vilain
6564,2020-06-01,23:17:23,"Thanks bro

Unfortunately ultracvm not working for me in 11.0.1 build",kingsathurthi
6565,2020-06-01,23:33:10,,Trishit
6566,2020-06-01,23:33:16,Anyone knows the fix?,Trishit
6567,2020-06-01,23:34:29,Give device info permission,Fuzail Khan Azmi
6568,2020-06-01,23:34:39,Given,Trishit
6569,2020-06-01,23:36:19,Worked thanks,Trishit
6570,2020-06-01,23:38:21,Pruuu,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6571,2020-06-01,23:42:09,👍,Fuzail Khan Azmi
6572,2020-06-01,23:45:50,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6573,2020-06-01,23:45:50,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6574,2020-06-01,23:53:49,Sad..,
6575,2020-06-02,01:05:08,"Trick - 1 // Turn off app autostart  and disable background activities for unused apps , maybe disable them so save battery in memeui 
.
Trick -2 // Come to aosp its far better than memeui 
.
Thank you",Saitama
6576,2020-06-02,02:38:02,,Saitama
6577,2020-06-02,02:38:27,Dis one lags on Lockscreen?,Jakob
6578,2020-06-02,02:44:39,Jus 248 mb ?,𝓘 𝓶 𝓻 𝓪 𝓷
6579,2020-06-02,02:49:29,It's not the whole rom,
6580,2020-06-02,02:49:50,This isn't a blacklisted trigger...!,Saitama
6581,2020-06-02,02:49:57,Bruh im 0 iq,
6582,2020-06-02,02:50:33,I just want candy kernel screen oc on latest memeui beta,Jakob
6583,2020-06-02,02:50:34,How,Jakob
6584,2020-06-02,02:50:55,,Jakob
6585,2020-06-02,03:15:53,Where can I find the whole rom bro,𝓘 𝓶 𝓻 𝓪 𝓷
6586,2020-06-02,03:21:38,,Saitama
6587,2020-06-02,03:45:59,Works on Android 10…?,ONO M O
6588,2020-06-02,07:09:13,Any special instructions for flashing this over Miroom latest ? Should I just flash it ?,𝓘 𝓶 𝓻 𝓪 𝓷
6589,2020-06-02,11:12:14,Hola amigos,RD
6590,2020-06-02,12:57:28,,K20 Pro / Mi9T pro Mods [ EOL ]
6591,2020-06-02,13:43:09,Hola frand 🔥,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6592,2020-06-02,14:00:55,chai pe lo frands,Wajid khan
6593,2020-06-02,15:18:10,You,Saitama
6594,2020-06-02,15:32:56,"umm the main cam shows blank
except for portrait and video
is there a setting I need to mess with?",
6595,2020-06-02,15:45:05,Don't know.. u use miui ?,
6596,2020-06-02,15:45:47,yes miuimix,
6597,2020-06-02,15:46:16,Maybe it's the coz,
6598,2020-06-02,15:46:22,Try aosp it will works,
6599,2020-06-02,15:47:18,"ohh, thank you for the explanation",
6600,2020-06-02,15:47:23,Change xml,Lord Vilain
6601,2020-06-02,15:47:26,No problems,
6602,2020-06-02,15:48:20,mm let's see if that helps,
6603,2020-06-02,15:48:49,I tried 4xmls. Only 2 working. Rest two stuck at black screen,Lord Vilain
6604,2020-06-02,15:49:14,Or use xml published on Ultracam website,Lord Vilain
6605,2020-06-02,15:54:25,"Yah , they are good and stable also",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6606,2020-06-02,15:55:40,"Alright  ,
Thinking of xiaomi eu builds..",Lord Vilain
6607,2020-06-02,15:56:44,Try mortal os once,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6608,2020-06-02,15:57:34,It's tooo fancy.. and i like to stay with official rom ...with ota,Lord Vilain
6609,2020-06-02,15:59:06,"Mortal os is not that fancy its basically stock , but yah you can try eu",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6610,2020-06-02,15:59:33,What's special in Mortal OS?,Lord Vilain
6611,2020-06-02,16:13:05,would you be able to point out which one you used?,
6612,2020-06-02,16:13:33,,Lord Vilain
6613,2020-06-02,16:14:30,Its smoith and stable,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6614,2020-06-02,16:15:01,Different kernel?,Lord Vilain
6615,2020-06-02,16:15:15,No stock ig,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6616,2020-06-02,16:15:46,Alright,Lord Vilain
6617,2020-06-02,16:16:24,"thank you
everything seems to be working now.",
6618,2020-06-02,16:19:13,"I find this group more helpful and informative than the official group.
People there are so uncivilised",
6619,2020-06-02,16:24:04,Lol... There's many unofficial groups that's really helpful,Lord Vilain
6620,2020-06-02,16:24:23,Official group is cancer . And yeah some moderators got no chill,Lord Vilain
6621,2020-06-02,16:24:29,,Lord Vilain
6622,2020-06-02,16:30:20,haha I see,
6623,2020-06-02,16:41:27,,RD
6624,2020-06-02,17:39:10,Pubg is cansur,Saitama
6625,2020-06-02,17:39:33,"Trick - 1 // Turn off app autostart  and disable background activities for unused apps , maybe disable them so save battery in memeui 
.
Trick -2 // Come to aosp its far better than memeui 
.
Thank you",Saitama
6626,2020-06-02,17:41:41,how to increase ambient display brightness in stag os?? anyone help me I'm noob😅,Rurouni Kenshin
6627,2020-06-02,17:54:41,Check lock screen customisation catagory,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6628,2020-06-02,17:55:15,checked bro,Rurouni Kenshin
6629,2020-06-02,18:26:46,Nothing there ??,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6630,2020-06-02,18:26:58,Them go to stag os support group,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6631,2020-06-03,07:10:37,"Trick - 1 // Turn off app autostart  and disable background activities for unused apps , maybe disable them so save battery in memeui 
.
Trick -2 // Come to aosp its far better than memeui 
.
Thank you",Saitama
6632,2020-06-03,07:14:49,Pubg is cansur,Saitama
6633,2020-06-03,09:07:13,Lol,jinwk00
6634,2020-06-03,09:42:42,Normal flash kare or mount system and vendor karke kare,$€kH@R 🎭 💯
6635,2020-06-03,12:07:27,নমস্কার,★ Meitei Nupa★
6636,2020-06-03,12:08:03,I need switch sim data mod for those aosps which doesn't have this option,★ Meitei Nupa★
6637,2020-06-03,14:11:26,don't working on miroom12,Trinhcech Ung
6638,2020-06-03,14:12:23,"Check pinned post latest one this should work , but not in Chinese device",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6639,2020-06-03,14:23:44,Any Linux os for raphael?,★ Meitei Nupa★
6640,2020-06-03,14:44:37,,K20 Pro / Mi9T pro Mods [ EOL ]
6641,2020-06-03,14:45:21,,K20 Pro / Mi9T pro Mods [ EOL ]
6642,2020-06-03,15:31:21,,K20 Pro / Mi9T pro Mods [ EOL ]
6643,2020-06-03,15:31:25,,K20 Pro / Mi9T pro Mods [ EOL ]
6644,2020-06-03,15:37:00,How to use burst mode like I phone ?,RAJ KIRAN A.N
6645,2020-06-03,18:07:10,Switch to aosp,
6646,2020-06-03,18:08:28,No,
6647,2020-06-03,18:08:35,Its kind of a hard process,
6648,2020-06-03,18:08:41,"Okay, forget what i said",
6649,2020-06-03,18:08:47,I don't know how to remove ads from miui,
6650,2020-06-03,18:08:52,Google probably knows,
6651,2020-06-03,20:08:04,Which zip is mentioned in step 2,Shubham Raj
6652,2020-06-03,20:13:32,There is only one zip for all mods,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6653,2020-06-03,20:13:55,Which one,Shubham Raj
6654,2020-06-03,20:14:52,.,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6655,2020-06-03,20:26:17,anyone have an idea how I can change the boot animation in miui 12?,
6656,2020-06-03,20:40:46,"hello
 i got my device when i was in china and i just wanted to change the variant to europe.
is that possible by any means ?",Samuel G
6657,2020-06-03,20:41:26,Yeah but you have to unlock bootloader and flash eea rom.,
6658,2020-06-03,20:41:51,Oh ok.,Samuel G
6659,2020-06-03,21:55:35,If anyone has flash miui china beta than plz send me Miui SDK app...I have deleted it and now facing problem in sound,Kiran Salgaonkar
6660,2020-06-03,22:33:12,Miui 12 raphaelin stable out,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6661,2020-06-03,22:33:29,👏👏👏👏👏,ɹoıun̗ſ
6662,2020-06-03,22:46:08,Wait i have the official shedule let me find,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6663,2020-06-03,22:47:39,"Areyyy, stable beta mate, for the testers",Rajat
6664,2020-06-03,22:48:41,Ik it sounds weird,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6665,2020-06-03,22:48:49,K bro thnks,RD
6666,2020-06-03,22:49:10,Maybe end of june or start of july,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6667,2020-06-03,22:49:35,For india?,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
6668,2020-06-03,22:49:46,Yes,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6669,2020-06-03,22:49:51,Ohh,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
6670,2020-06-03,22:50:01,Stable ( Beta ). 😅😅,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6671,2020-06-03,22:50:12,Hahahahahah,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
6672,2020-06-03,22:50:25,Oh,RD
6673,2020-06-03,22:50:28,Thonks,RD
6674,2020-06-03,22:50:31,My bro has it,RD
6675,2020-06-03,22:50:41,He was asking me,RD
6676,2020-06-03,22:50:43,,RD
6677,2020-06-03,22:50:48,Xaomi getting weired day by day,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6678,2020-06-03,22:51:22,Noish 🔥 gib some cool lwp's 🙈🙈,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6679,2020-06-03,22:51:48,I posted one today😁,RD
6680,2020-06-03,22:51:57,Very Soon more,RD
6681,2020-06-03,22:52:01,+ Bootanimations,RD
6682,2020-06-03,22:52:04,,RD
6683,2020-06-03,22:52:29,Yeh that one cool tbh ... Gib some venom stuffs 😅😅,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6684,2020-06-03,22:52:44,Noice idea,RD
6685,2020-06-03,22:52:49,I'll try,RD
6686,2020-06-03,22:53:30,Pruuu 🔥,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6687,2020-06-03,22:53:43,No sar me nub,RD
6688,2020-06-03,22:53:59,,RD
6689,2020-06-03,22:54:28,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6690,2020-06-03,22:54:48,I only have an phone,RD
6691,2020-06-03,22:54:50,Nu pc,RD
6692,2020-06-03,22:56:17,"Yah you told me , your doing a great job 🔥 really love your lwps they are unique and dosen't drain battery that much",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6693,2020-06-03,22:57:18,Yup,RD
6694,2020-06-03,22:57:28,+ my connections with artists help me a lot,RD
6695,2020-06-03,22:58:10,That's why you proo .. ne nub,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6696,2020-06-03,22:58:22,Nope,RD
6697,2020-06-03,22:58:24,U pru,RD
6698,2020-06-03,23:23:02,"which one is better, they come from masik channel",zhu
6699,2020-06-03,23:24:25,Try it yourself,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6700,2020-06-03,23:31:55,Herman better+1,DYNAMIC SAHA😍▄︻̷ ┻ ═━一
6701,2020-06-03,23:32:20,Guys from 4pda say harman is best,
6702,2020-06-03,23:57:11,Is vendor required to flash miui12 stable beta? I'm on 11.0.4 vendor,★ Meitei Nupa★
6703,2020-06-03,23:59:10,,It's Me Mario
6704,2020-06-03,23:59:20,Anyone solution fort this,It's Me Mario
6705,2020-06-03,23:59:30,On al losfod roms i got this issue,It's Me Mario
6706,2020-06-03,23:59:40,And dont know anymore what to do,It's Me Mario
6707,2020-06-04,00:00:34,Wipe cache dalvik doesn't help,It's Me Mario
6708,2020-06-04,00:51:20,Flash passrest maybe,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6709,2020-06-04,05:23:23,I flashed Mod for MiRoom from twrp but nothing changed on MiRoom 20.5.29 These settings aren't visible. Why?,
6710,2020-06-04,06:15:33,"You need to wipe data...
Or need to flash mod  during a clean install",Lord Vilain
6711,2020-06-04,06:15:52,+ use twrp,Lord Vilain
6712,2020-06-04,06:21:35,"people, installing viperf4android would change or nullify modifications made by these?",zhu
6713,2020-06-04,11:15:49,For miui just flash the zip on magisk and done,
6714,2020-06-04,11:16:14,Looks cute af,
6715,2020-06-04,11:16:49,"kawai ne
working on miui 12",
6716,2020-06-04,11:36:34,48MP mode captures 0.7mp pics,Shubham Raj
6717,2020-06-04,11:42:26,After apply ios theme. How to change theme again? Not find app. 😔,Jaivik Patel
6718,2020-06-04,11:42:26,,Jaivik Patel
6719,2020-06-04,11:42:27,,Jaivik Patel
6720,2020-06-04,11:43:12,,TheGoldDevil
6721,2020-06-04,11:45:47,I'm currently using mortal os based on miui 12 and best rom out there,Ryzen
6722,2020-06-04,12:06:32,"settings
search
type themes",
6723,2020-06-04,12:14:49,Wtf in which rom ??,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6724,2020-06-04,12:15:29,"In evolution latest build
Btw i installed 182 in magisk",Shubham Raj
6725,2020-06-04,12:21:28,Derp ig,
6726,2020-06-04,12:28:26,Derp sar,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6727,2020-06-04,12:33:39,Theme = Itunes store,Gøjøū Sātørū
6728,2020-06-04,12:36:20,If u flashed evo lmk,ahmed
6729,2020-06-04,12:52:39,is it good? heard it was based on pixel rom,
6730,2020-06-04,12:57:27,its good but its not public yet,
6731,2020-06-04,13:24:08,"I see
there were no post on the updates channel as well.",
6732,2020-06-04,14:49:52,Check pm,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6733,2020-06-04,19:16:07,any user using ancient OS here?,
6734,2020-06-04,19:19:30,"I saw some group posting it as ""use this wallpapers and see magic""...",
6735,2020-06-04,19:20:03,"Lol , scaming",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6736,2020-06-04,19:28:23,will get any tester?,Wajid khan
6737,2020-06-04,19:36:55,Post in testing group,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6738,2020-06-04,19:37:12,in sometime,Wajid khan
6739,2020-06-04,19:39:07,Okeey pru ?? Which rum ??,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6740,2020-06-04,19:40:14,rebellion,Wajid khan
6741,2020-06-04,19:40:46,Noish,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6742,2020-06-04,19:41:02,,Wajid khan
6743,2020-06-04,19:55:14,,
6744,2020-06-04,19:55:26,pru,Wajid khan
6745,2020-06-04,20:21:38,Miui theme engine.,Lord Vilain
6746,2020-06-04,21:10:49,,K20 Pro / Mi9T pro Mods [ EOL ]
6747,2020-06-05,00:58:05,Where can i find front and back video?,Geetha Govind chadala
6748,2020-06-05,01:06:41,"Users over here,  how to get amoled black playstore and other apps? I'm getting the usual grey one :/",
6749,2020-06-05,01:18:05,Use substratum if aosp and not possible in miui,
6750,2020-06-05,01:30:25,Its possible in miui tooo try  swift installer,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6751,2020-06-05,01:36:27,Best is swift installer,rockyanexpert
6752,2020-06-05,02:35:09,Oh ok thanks,
6753,2020-06-05,13:57:05,,K20 Pro / Mi9T pro Mods [ EOL ]
6754,2020-06-05,13:57:05,,K20 Pro / Mi9T pro Mods [ EOL ]
6755,2020-06-05,13:58:05,,K20 Pro / Mi9T pro Mods [ EOL ]
6756,2020-06-05,18:53:29,on miui 11?,Ryzen
6757,2020-06-05,19:07:40,Only in aosp,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6758,2020-06-05,20:52:37,How to apply?,
6759,2020-06-05,21:31:17,Substratum,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6760,2020-06-05,23:44:58,How can i install a rom if the phone havent sd card?,Rudion
6761,2020-06-06,01:51:41,Our device dosen't even have external storage,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6762,2020-06-06,01:51:57,Otg? Mtp-> transfer to internal?,
6763,2020-06-06,01:52:29,,Rudion
6764,2020-06-06,22:25:27,Me laaaaazzzzyyyyyyy,
6765,2020-06-06,22:25:30,Gonna make tomorrow,
6766,2020-06-06,22:26:41,We are out of mods 🤣🤣 send asap 😅😅,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6767,2020-06-06,22:28:49,,
6768,2020-06-06,22:30:25,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6769,2020-06-07,04:07:56,Miroom latest has L1 or L3 ?,𝓘 𝓶 𝓻 𝓪 𝓷
6770,2020-06-07,06:16:54,Please someone share me the file (magic uninstall) to remove root to mi9t,Crishanck7
6771,2020-06-07,08:16:06,,brad
6772,2020-06-07,08:28:42,Gracias bro,Crishanck7
6773,2020-06-07,18:32:30,Guys how do we get the miui super wallpapers in aod on aosp roms,
6774,2020-06-07,18:35:36,In aosp roms ??,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6775,2020-06-07,18:36:04,Yes,
6776,2020-06-07,18:36:15,U can't 😅,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6777,2020-06-07,18:36:28,"I saw someone did it, I think using substratum",
6778,2020-06-07,18:36:50,Now sure how tho,
6779,2020-06-07,18:37:32,Maybe with subs but you can't set it as aod by default,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6780,2020-06-07,18:38:09,"Hmm, got it",
6781,2020-06-07,18:49:55,Rename it to dialer-callrecording,
6782,2020-06-07,18:49:59,.zip,
6783,2020-06-07,18:50:11,Guys can you pls check hlthis out if it works in your ROM (AOSP),𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6784,2020-06-07,18:50:24,"Why , its working",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6785,2020-06-07,18:50:36,Magisk doesn't recognize this zip as a module for me. If i rename it it works,
6786,2020-06-07,18:50:39,Bruh bruh,
6787,2020-06-07,18:51:15,😅😅 It works here,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6788,2020-06-07,18:51:37,And any credits for this zip ??,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6789,2020-06-07,18:53:19,Google,
6790,2020-06-07,18:53:20,Xd,
6791,2020-06-07,18:58:35,,K20 Pro / Mi9T pro Mods [ EOL ]
6792,2020-06-07,18:59:11,Lul 😅😅,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6793,2020-06-07,19:01:58,Can we flash this in recovery also ??,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6794,2020-06-07,19:03:58,I assume not. It's a magisk module after all,
6795,2020-06-07,19:05:00,"Yup, thats what I'm thinking",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6796,2020-06-07,20:23:57,I use ROM evo x and every step according to the tutorial how come it doesn't work?,Bibil Wahib
6797,2020-06-07,20:43:23,"At first installation magisk crashed but flashed successfully in second attempt. Using latest Evo, didn't renamed it but gave all permissioms.",★ Meitei Nupa★
6798,2020-06-07,20:50:10,Working fine here no crash,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6799,2020-06-07,20:50:37,Only works in anx 182v,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6800,2020-06-07,20:52:55,Hello,sʌɢɛNARUTO
6801,2020-06-07,20:53:18,How to disable google dialer and use aosp dialer ?,sʌɢɛNARUTO
6802,2020-06-07,20:53:27,Anyone can help?,sʌɢɛNARUTO
6803,2020-06-07,20:59:22,"First installation crashed, but working fine now.",★ Meitei Nupa★
6804,2020-06-07,21:01:17,Thanks,sʌɢɛNARUTO
6805,2020-06-08,02:34:28,Can download aosp dialer on evox?,Mike
6806,2020-06-08,02:45:05,Yes,★ Meitei Nupa★
6807,2020-06-08,03:07:18,Yes in k20 pro mods channel theres zip file .,sʌɢɛNARUTO
6808,2020-06-08,03:07:56,Have link?,Mike
6809,2020-06-08,03:09:52,"THX, but i am on evox and admin said: You can do what you want. Your phone. Only rom issues in here though",Mike
6810,2020-06-08,03:11:42,Me too on evox.just flash this file and reboot then change default dialer,sʌɢɛNARUTO
6811,2020-06-08,03:13:01,Ok gonna try,Mike
6812,2020-06-08,05:45:01,There's better than this.,brad
6813,2020-06-08,11:23:01,You,Saitama
6814,2020-06-08,11:23:09,,Saitama
6815,2020-06-08,11:23:14,Lol,Lord Vilain
6816,2020-06-08,12:33:12,Successfully removed note.,Saitama
6817,2020-06-08,12:34:26,,
6818,2020-06-08,14:39:31,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6819,2020-06-08,14:44:50,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6820,2020-06-08,14:45:05,Nice achivement,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6821,2020-06-08,16:32:01,Where on aosp dialer enable call record?,Mike
6822,2020-06-08,17:02:19,Its already enabled by default,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6823,2020-06-08,17:02:42,Just tap record button and thats it,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6824,2020-06-08,17:10:09,In dialer app setting.,sʌɢɛNARUTO
6825,2020-06-08,17:13:01,mod miroom 6.4 :)),
6826,2020-06-08,18:28:21,Noice,
6827,2020-06-08,18:29:15,,K20 Pro / Mi9T pro Mods [ EOL ]
6828,2020-06-08,19:37:02,Anyone here using any vanilla rom (non gapps) with magisk installed ??,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6829,2020-06-08,19:51:33,Someone try this with call recording,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6830,2020-06-08,20:09:15,,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
6831,2020-06-08,20:09:15,,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
6832,2020-06-08,20:09:34,Folder permission 755 && apk permission 644,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
6833,2020-06-08,20:10:03,Fully working call recording dialer without disable or google stock phone app,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
